date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:57	217140/217140	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-35034%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-8.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-8.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:58	301788/301788	---M--	200	added ('OK')	image/webp	etag:%2262a28c25-49adc%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-img-1.webp	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-img-1.webp	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:58	208231/208231	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-32d67%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-9.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-9.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:59	452241/452241	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-6e691%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-10.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-10.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:59	529871/529871	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-815cf%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-1.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-1.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:59	267385/267385	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-41479%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-4.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-4.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:58:59	372403/372403	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-5aeb3%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-3.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-3.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:59:00	131/131	---M--	200	added ('OK')	text/css	etag:%2262a28c29-83%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup-premium/css/dark-close-icon.css?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup-premium/css/dark-close-icon3712.css	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:00	255145/255145	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-3e4a9%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-5.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-5.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:59:00	1893/1893	---MCZ	200	added ('OK')	text/css	etag:W/%2262a28c29-765%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup-premium/css/align-style.css?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup-premium/css/align-style3712.css	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:01	775/775	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f73169acc8749d83d8cae8e62c5ff3d4%22	https://jorgehrdina.com.au/project/castlecrag/feed/	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/project/castlecrag/feed/index.html	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:01	832/832	---MCZ	200	added ('OK')	text/css	etag:W/%2262a28c29-340%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup/css/vp-close-icon/close-button-icon.css?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup/css/vp-close-icon/close-button-icon3712.css	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:01	255810/255810	---M--	200	added ('OK')	image/jpeg	etag:%2262a28c25-3e742%22	https://jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-7.jpg	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/uploads/2022/02/K2-slider-img-7.jpg	(from https://jorgehrdina.com.au/project/k2-house/)
10:59:01	3402/3402	---MCZ	200	added ('OK')	text/css	etag:W/%2262a28c29-d4a%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup/css/YouTubePopUp.css?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup/css/YouTubePopUp3712.css	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:01	8677/8677	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a28c29-21e5%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup-premium/js/YouTubePopUp.jquery.js?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup-premium/js/YouTubePopUp.jquery3712.js	(from https://jorgehrdina.com.au/project/castlecrag/)
10:59:02	725/725	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a28c29-2d5%22	https://jorgehrdina.com.au/wp-content/plugins/video-popup-premium/js/YouTubePopUp.js?ver=1673855599	C:/My%20Web%20Sites/ZIAS/jorgehrdina.com.au/wp-content/plugins/video-popup-premium/js/YouTubePopUp3712.js	(from https://jorgehrdina.com.au/project/castlecrag/)
